Year Published,PUMA,Borough,Neighborhoods,CD,Join,NYC_Poverty_Rate,Median_Income,Perc_White,Perc_Black,Perc_Asian,Perc_Other,Perc_Hispanic,Goal,GoalName,GoalFullName,TotalOutcome,GoalRank,IndexScore,ScoreRank,Ind1,Ind1Outcome,Ind1Rank,Ind1Definition,Ind2,Ind2Outcome,Ind2Rank,Ind2Definition,Ind3,Ind3Outcome,Ind3Rank,Ind3Definition,Ind4,Ind4Outcome,Ind4Rank,Ind4Definition,Ind5,Ind5Outcome,Ind5Rank,Ind5Definition,Ind6,Ind6Outcome,Ind6Rank,Ind6Definition,Ind7,Ind7Outcome,Ind7Rank,Ind7Definition,Ind8,Ind8Outcome,Ind8Rank,Ind8Definition
2020,4105,Queens,"Queens Village, Cambria Heights & Rosedale",QN Community District 13,4105,0.132,32961,0.117,0.561,0.15,0.055,0.117,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,3.031628198,16,4.255353532,Top,Job Training And Placement Support,0,37,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.616866798,9,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.645,23,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,39542.72266,17,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.747,33,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.667,34,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.919,33,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.865880197,14,Percentage of adults with a high school degree or equivalent
2020,4105,Queens,"Queens Village, Cambria Heights & Rosedale",QN Community District 13,4105,0.132,32961,0.117,0.561,0.15,0.055,0.117,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,2.308970613,23,3.680972235,Middle,"Goal 1: Access to Affordable, High-Quality Financial Services",,23,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,51,,Goal 3: Access to Quality Jobs & Income Supports,,16,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,46,,Goal 5: Opportunities to Build Assets & Plan for the Future,,5,,,,,,,,,,,,,
2020,4105,Queens,"Queens Village, Cambria Heights & Rosedale",QN Community District 13,4105,0.132,32961,0.117,0.561,0.15,0.055,0.117,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.561,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4106,Queens,"Briarwood, Fresh Meadows & Hillcrest",QN Community District 8,4106,0.22,30239,0.316,0.114,0.339,0.044,0.186,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,4.279248814,13,6.730133965,Top,Homeownership Opportunity,0.464,11,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.693,15,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,36.29697074,30,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,0.167361111,8,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,31.74446933,20,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.257219271,26,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,43,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4106,Queens,"Briarwood, Fresh Meadows & Hillcrest",QN Community District 8,4106,0.22,30239,0.316,0.114,0.339,0.044,0.186,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",4.092448954,12,4.427404874,Top,Bank / Credit Union-To-Nonbank Ratio,5.6:1,14,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,1.722568103,26,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.071428571,12,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 39.19%; Black or African American (non-Hispanic or Latino) 5.02%; Hispanic or Latino 6.40%; Other/No Information 13.32%; White (non-Hispanic or Latino) 36.07%,7,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.95,8,Percentage of residents with a bank or credit union account,Affordable Products,0.5,23,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.214,20,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4106,Queens,"Briarwood, Fresh Meadows & Hillcrest",QN Community District 8,4106,0.22,30239,0.316,0.114,0.339,0.044,0.186,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-0.565682356,28,4.291639466,Middle,Ability To Borrow At Low Cost,0.65,20,Percentage of residents with a prime or better credit score,Housing Stability,0.465,38,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.9,26,Percentage of residents with health insurance,Rent Burden,0.566,32,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.322,34,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,34.5,25,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0.376270883,32,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4106,Queens,"Briarwood, Fresh Meadows & Hillcrest",QN Community District 8,4106,0.22,30239,0.316,0.114,0.339,0.044,0.186,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-4.45717133,50,2.224866091,Bottom,Access To Groceries,160.88,34,Supermarket square footage per 100 residents,Child Care Capacity,0.55104,43,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.14,46,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),639.2983333,35,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.119381584,12,Percentage of median household income spent on transportation,Journey To Work Time,43.3,36,Average (mean) travel time to work in minutes,,,,,,,,
2020,4106,Queens,"Briarwood, Fresh Meadows & Hillcrest",QN Community District 8,4106,0.22,30239,0.316,0.114,0.339,0.044,0.186,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,2.33823583,17,4.097157046,Top,Job Training And Placement Support,2.485770414,19,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.523866386,16,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.628,31,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,37312.10938,20,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.798,13,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.51,49,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.993,2,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.866351916,13,Percentage of adults with a high school degree or equivalent
2020,4106,Queens,"Briarwood, Fresh Meadows & Hillcrest",QN Community District 8,4106,0.22,30239,0.316,0.114,0.339,0.044,0.186,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,5.687079913,19,3.936159831,Middle,"Goal 1: Access to Affordable, High-Quality Financial Services",,12,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,50,,Goal 3: Access to Quality Jobs & Income Supports,,17,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,28,,Goal 5: Opportunities to Build Assets & Plan for the Future,,13,,,,,,,,,,,,,
2020,4106,Queens,"Briarwood, Fresh Meadows & Hillcrest",QN Community District 8,4106,0.22,30239,0.316,0.114,0.339,0.044,0.186,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,,No Majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4107,Queens,Elmhurst & South Corona,QN Community District 4,4107,0.271,21889,0.063,0.079,0.332,0.019,0.507,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-3.698166917,38,4.132507215,Bottom,Homeownership Opportunity,0.239,34,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.656,32,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,25.30062057,43,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,2.52:1,32,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,18.76462692,39,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.269359955,23,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.065185301,29,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4107,Queens,Elmhurst & South Corona,QN Community District 4,4107,0.271,21889,0.063,0.079,0.332,0.019,0.507,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-0.223684792,27,3.012712713,Middle,Bank / Credit Union-To-Nonbank Ratio,1.3:1,36,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,1.405590032,30,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 66.09%; Black or African American (non-Hispanic or Latino) 1.29%; Hispanic or Latino 13.30%; Other/No Information 13.52%; White (non-Hispanic or Latino) 5.79%,2,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.883,32,Percentage of residents with a bank or credit union account,Affordable Products,0.6,10,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.1703,40,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4107,Queens,Elmhurst & South Corona,QN Community District 4,4107,0.271,21889,0.063,0.079,0.332,0.019,0.507,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-11.38574142,53,0.207749269,Bottom,Ability To Borrow At Low Cost,0.55,30,Percentage of residents with a prime or better credit score,Housing Stability,0.512,32,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.781,54,Percentage of residents with health insurance,Rent Burden,0.646,53,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.373,50,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,29.4,24,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0,40,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4107,Queens,Elmhurst & South Corona,QN Community District 4,4107,0.271,21889,0.063,0.079,0.332,0.019,0.507,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-3.914730163,44,2.492034122,Bottom,Access To Groceries,119.48,45,Supermarket square footage per 100 residents,Child Care Capacity,0.47402,54,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.09,17,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),489.675,15,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.118398146,9,Percentage of median household income spent on transportation,Journey To Work Time,42.5,30,Average (mean) travel time to work in minutes,,,,,,,,
2020,4107,Queens,Elmhurst & South Corona,QN Community District 4,4107,0.271,21889,0.063,0.079,0.332,0.019,0.507,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-6.938572143,48,1.980666462,Bottom,Job Training And Placement Support,0,37,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.303700943,49,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.64,27,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,24293.17773,49,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.783,17,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.668,33,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.929,30,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.718200101,46,Percentage of adults with a high school degree or equivalent
2020,4108,Queens,Forest Hills & Rego Park,QN Community District 6,4108,0.163,41029,0.512,0.029,0.272,0.031,0.157,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,1.525389676,20,5.833415227,Middle,Homeownership Opportunity,0.449,13,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.678,23,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,36.63738584,29,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,3.01:1,22,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,23.37814144,33,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.214229249,40,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.068562649,28,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4108,Queens,Forest Hills & Rego Park,QN Community District 6,4108,0.163,41029,0.512,0.029,0.272,0.031,0.157,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",6.635918966,7,5.261073917,Top,Bank / Credit Union-To-Nonbank Ratio,0.584027778,4,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,3.663738584,6,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 38.33%; Black or African American (non-Hispanic or Latino) 1.48%; Hispanic or Latino 7.49%; Other/No Information 14.60%; White (non-Hispanic or Latino) 38.10%,32,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.96,6,Percentage of residents with a bank or credit union account,Affordable Products,0.595238095,13,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.246,11,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4108,Queens,Forest Hills & Rego Park,QN Community District 6,4108,0.163,41029,0.512,0.029,0.272,0.031,0.157,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,9.464527012,9,8.077411194,Top,Ability To Borrow At Low Cost,0.77,4,Percentage of residents with a prime or better credit score,Housing Stability,0.732,12,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.925,10,Percentage of residents with health insurance,Rent Burden,0.529,20,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.293,21,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,19.6,10,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0,40,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4108,Queens,Forest Hills & Rego Park,QN Community District 6,4108,0.163,41029,0.512,0.029,0.272,0.031,0.157,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",8.940565761,5,8.823640768,Top,Access To Groceries,276.53,6,Supermarket square footage per 100 residents,Child Care Capacity,0.73569,13,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.07,6,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),756.3141667,45,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.120886157,14,Percentage of median household income spent on transportation,Journey To Work Time,42.3,28,Average (mean) travel time to work in minutes,,,,,,,,
2020,4108,Queens,Forest Hills & Rego Park,QN Community District 6,4108,0.163,41029,0.512,0.029,0.272,0.031,0.157,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,8.005706707,8,5.390182491,Top,Job Training And Placement Support,5.474301712,11,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.593515587,12,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.644,24,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,51117.10156,7,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.805,12,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.62,41,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.917,36,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.911013011,8,Percentage of adults with a high school degree or equivalent
2020,4108,Queens,Forest Hills & Rego Park,QN Community District 6,4108,0.163,41029,0.512,0.029,0.272,0.031,0.157,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,34.57210812,8,6.1181795,Top,"Goal 1: Access to Affordable, High-Quality Financial Services",,7,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,5,,Goal 3: Access to Quality Jobs & Income Supports,,8,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,9,,Goal 5: Opportunities to Build Assets & Plan for the Future,,20,,,,,,,,,,,,,
2020,4108,Queens,Forest Hills & Rego Park,QN Community District 6,4108,0.163,41029,0.512,0.029,0.272,0.031,0.157,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.512,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4109,Queens,Sunnyside & Woodside,QN Community District 2,4109,0.204,31245,0.281,0.013,0.352,0.023,0.332,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-5.744778751,45,3.466084174,Bottom,Homeownership Opportunity,0.279,32,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.595,45,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,34.51052571,34,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,2.55:1,30,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,18.26181986,41,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.178573821,47,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.096878382,16,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4109,Queens,Sunnyside & Woodside,QN Community District 2,4109,0.204,31245,0.281,0.013,0.352,0.023,0.332,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",2.875891348,17,4.02865576,Top,Bank / Credit Union-To-Nonbank Ratio,3.6:1,18,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,2.085010928,20,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.034482759,19,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 39.93%; Black or African American (non-Hispanic or Latino) 0.84%; Hispanic or Latino 8.56%; Other/No Information 20.87%; White (non-Hispanic or Latino) 29.79%,3,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.934,17,Percentage of residents with a bank or credit union account,Affordable Products,0.448275862,30,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.2286,15,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4109,Queens,Sunnyside & Woodside,QN Community District 2,4109,0.204,31245,0.281,0.013,0.352,0.023,0.332,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,0.70618311,22,4.7716885,Middle,Ability To Borrow At Low Cost,0.67,17,Percentage of residents with a prime or better credit score,Housing Stability,0.553,28,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.817,51,Percentage of residents with health insurance,Rent Burden,0.538,25,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.267,13,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,22.9,15,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,1.267576315,23,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4109,Queens,Sunnyside & Woodside,QN Community District 2,4109,0.204,31245,0.281,0.013,0.352,0.023,0.332,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-2.747889739,38,3.066736923,Bottom,Access To Groceries,125.77,42,Supermarket square footage per 100 residents,Child Care Capacity,0.55638,41,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.09,17,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),691.8875,43,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.128719265,25,Percentage of median household income spent on transportation,Journey To Work Time,37.6,13,Average (mean) travel time to work in minutes,,,,,,,,
2020,4109,Queens,Sunnyside & Woodside,QN Community District 2,4109,0.204,31245,0.281,0.013,0.352,0.023,0.332,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,0.353019045,22,3.644232652,Middle,Job Training And Placement Support,1.554320389,25,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.433314629,32,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.686,11,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,30413.66406,38,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.816,9,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.433,52,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.971,7,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.824714984,29,Percentage of adults with a high school degree or equivalent
2020,4109,Queens,Sunnyside & Woodside,QN Community District 2,4109,0.204,31245,0.281,0.013,0.352,0.023,0.332,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-4.557574987,28,3.162262769,Middle,"Goal 1: Access to Affordable, High-Quality Financial Services",,17,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,38,,Goal 3: Access to Quality Jobs & Income Supports,,22,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,22,,Goal 5: Opportunities to Build Assets & Plan for the Future,,45,,,,,,,,,,,,,
2020,4109,Queens,Sunnyside & Woodside,QN Community District 2,4109,0.204,31245,0.281,0.013,0.352,0.023,0.332,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,,No Majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4110,Queens,"Ridgewood, Glendale & Middle Village",QN Community District 5,4110,0.186,31420,0.531,0.015,0.084,0.013,0.358,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,2.47352472,18,6.142149413,Top,Homeownership Opportunity,0.417,15,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.676,24,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,35.00918274,33,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,3.12:1,20,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,13.02800735,49,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.352617359,7,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.074600541,24,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4110,Queens,"Ridgewood, Glendale & Middle Village",QN Community District 5,4110,0.186,31420,0.531,0.015,0.084,0.013,0.358,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",3.1437799,15,4.116461156,Top,Bank / Credit Union-To-Nonbank Ratio,5.6:1,13,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,2.582644628,16,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 20.71%; Black or African American (non-Hispanic or Latino) 0.58%; Hispanic or Latino 13.15%; Other/No Information 15.94%; White (non-Hispanic or Latino) 49.63%,6,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.913,21,Percentage of residents with a bank or credit union account,Affordable Products,0.6,10,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.2032,26,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4110,Queens,"Ridgewood, Glendale & Middle Village",QN Community District 5,4110,0.186,31420,0.531,0.015,0.084,0.013,0.358,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-0.303087868,27,4.390752331,Middle,Ability To Borrow At Low Cost,0.62,24,Percentage of residents with a prime or better credit score,Housing Stability,0.407,44,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.864,44,Percentage of residents with health insurance,Rent Burden,0.496,12,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.281,17,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,27.7,22,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0,40,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4110,Queens,"Ridgewood, Glendale & Middle Village",QN Community District 5,4110,0.186,31420,0.531,0.015,0.084,0.013,0.358,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-0.615967112,22,4.116770743,Middle,Access To Groceries,208.33,12,Supermarket square footage per 100 residents,Child Care Capacity,0.5446,45,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.13,42,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),605.455,31,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.117701205,7,Percentage of median household income spent on transportation,Journey To Work Time,39.6,16,Average (mean) travel time to work in minutes,,,,,,,,
2020,4110,Queens,"Ridgewood, Glendale & Middle Village",QN Community District 5,4110,0.186,31420,0.531,0.015,0.084,0.013,0.358,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,0.007029487,24,3.565295625,Middle,Job Training And Placement Support,0,37,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.517958069,18,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.651,18,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,38021.85156,18,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.707,42,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.666,35,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.973,5,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.840171384,22,Percentage of adults with a high school degree or equivalent
2020,4110,Queens,"Ridgewood, Glendale & Middle Village",QN Community District 5,4110,0.186,31420,0.531,0.015,0.084,0.013,0.358,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,4.705279128,21,3.861993083,Middle,"Goal 1: Access to Affordable, High-Quality Financial Services",,15,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,22,,Goal 3: Access to Quality Jobs & Income Supports,,24,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,27,,Goal 5: Opportunities to Build Assets & Plan for the Future,,18,,,,,,,,,,,,,
2020,4110,Queens,"Ridgewood, Glendale & Middle Village",QN Community District 5,4110,0.186,31420,0.531,0.015,0.084,0.013,0.358,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.531,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
